scorer,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000
bodyparts,c1,c1,c1,m1,m1,m1,m2,m2,m2,m3,m3,m3,m4,m4,m4,m5,m5,m5,m6,m6,m6,m7,m7,m7,m8,m8,m8
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2371,381.4155378,201.2173128,1,431.2732263,201.6726723,1,413.8483204,169.3268538,1,381.9172816,157.0296812,1,351.5353467,170.8500595,1,336.4612584,201.157361,1,345.5374928,231.5344369,1,381.1614857,248.146668,1,417.2995505,235.0705166,1
2372,376.7947068,199.6315019,1,425.4750857,200.0516615,1,406.5101342,169.7380018,1,376.9724293,157.5528001,1,346.5015327,171.1797276,1,332.5221109,199.53968,1,339.3684459,230.748033,1,377.0426087,245.7428783,1,413.6126673,232.0856094,1
2373,372.8412585,192.6479192,1,424.2992656,193.7469466,1,399.8972516,167.9643979,1,372.055768,154.2148418,1,347.2631001,168.0259862,1,333.6820596,194.0695314,1,340.3281372,224.4156375,1,369.5880983,236.9665191,1,407.8916919,227.6107399,1
2374,360.0473647,191.5762036,1,410.7523642,190.2096794,1,394.217576,160.7504396,1,365.0597953,149.3584366,1,334.0172689,161.4804726,1,313.5654569,189.726223,1,323.9394056,221.5427275,1,358.7118828,238.5446758,1,398.2101781,223.5661731,1
2375,339.5213299,187.2437372,1,388.6264349,185.6383719,1,376.2092733,155.9684649,1,348.0526981,144.6717472,1,314.1069853,157.5546598,1,294.8326983,186.8022561,1,301.0697448,217.8069892,1,337.0560544,235.4207916,1,373.7333288,221.4875783,1
2376,333.2201144,189.240984,1,384.6781173,188.4892454,1,367.3602281,157.9642942,1,339.2773151,146.9646149,1,308.7027464,159.8166018,1,290.4472553,189.3093843,1,301.4055214,222.9900229,1,335.2143342,238.1423521,1,369.6549554,223.0044434,1
2377,373.15622,180.1375866,1,429.9681443,183.7964818,1,407.0108862,155.1495289,0.99999994,369.9801998,143.1956327,1,350.7929797,156.9532146,1,338.32161,179.5595841,1,345.4749599,206.9325764,1,374.188736,222.0998583,1,418.2617949,213.0637569,1
2378,378.7594153,173.4878445,1,428.5283451,172.9742252,1,411.6319472,144.25109,1,379.0020123,129.5669069,1,347.7929921,142.95174,1,332.9298859,170.2825174,1,343.7205231,200.9462676,1,377.2359662,219.3898621,1,414.7820566,205.8113092,1
2379,381.7410302,166.0761685,1,430.4931543,167.8115656,1,414.0863204,136.4610176,1,378.9941864,119.6766257,1,348.8838139,135.4496629,1,336.6583529,164.0357952,1,348.4222638,197.7120676,1,381.1128647,214.1117849,1,418.5897098,199.4420121,1
2380,364.7443879,164.6057329,1,417.0082221,166.2253342,1,400.1026349,134.8996992,1,365.6401052,118.5597546,1,333.6136509,132.4808769,1,315.9235506,159.4192457,1,326.1379156,192.8120375,1,363.7100582,216.3123918,1,403.1557245,199.9461019,1
2381,344.2553763,167.9298472,1,398.0140452,170.1206341,1,380.3471876,138.9938693,1,348.6314138,121.6095409,1,312.2201853,137.250668,1,295.2968302,164.9418869,1,303.1926024,194.1547604,1,345.0750232,218.0235419,1,382.6087403,203.7953997,1
2382,322.4293762,179.8349981,1,378.0239625,182.0552156,1,364.5661821,148.1304333,1,331.1749739,131.6305833,1,292.1971035,149.4767554,1,277.2804167,177.2097168,1,282.7042913,209.3207636,1,322.2487205,231.7227318,1,362.9814253,220.7712822,1
2383,305.6288981,180.8146527,1,358.5102026,181.9734026,1,345.4141312,145.2558975,1,310.7825956,131.9011683,1,277.9258909,146.9404774,1,261.2335571,176.0739946,1,266.7467656,211.7717948,1,302.6083498,232.5160923,1,346.9822197,217.6081009,1
2384,350.9800742,175.3878899,1,406.2157936,176.2712989,1,389.3022459,142.6096509,1,352.5921659,125.3047256,1,319.1810253,139.393774,1,304.5771027,169.0467892,1,314.1976962,203.2125278,1,355.0393465,225.8631535,1,392.9720292,211.3976316,1
2385,340.6847509,178.9847665,1,394.5844994,178.2304611,1,381.6825523,147.1802635,1,347.9228824,132.3846426,1,311.0814295,145.3775859,1,291.7869525,174.630542,1,299.1022873,208.6510682,1,340.9835482,229.3939477,1,379.9912572,214.2905583,1
2386,342.879818,176.3116326,1,395.144609,173.764572,1,380.7305586,143.031635,1,349.0742038,128.0596848,1,311.477803,141.4593799,1,292.3730954,172.5472507,1,300.2837267,205.0598443,1,342.2927382,226.0200515,1,380.7694713,209.0358744,1
2387,341.5559006,168.9656963,1,395.8151736,168.6561694,1,378.583859,136.8768978,1,346.5091896,120.6286664,1,310.151036,134.9127176,1,292.1247867,165.1648197,1,300.1916409,199.0778692,1,341.2691686,221.5583887,1,378.9254857,205.3799171,1
2388,343.2159095,163.9406004,1,398.0883899,165.1578153,1,381.4693536,133.6233735,1,346.9028263,118.6843476,1,311.0298595,134.0081625,1,293.9801537,162.1736836,1,302.5666883,192.6703587,1,342.36818,216.5095077,1,381.1566956,201.6664863,1
2389,349.1179192,157.0386543,1,403.2091885,156.7581083,1,384.7614069,127.7846985,1,351.6338668,112.9199166,1,317.2633491,127.2986343,1,297.9528396,156.9076385,1,309.0339907,188.2339172,1,348.7852308,208.5058513,1,387.238722,191.6595957,1
2390,369.600709,161.4700751,1,417.8648753,163.2815633,1,402.7889227,130.7812123,1,368.3099465,114.8658143,1,338.1415569,132.108681,1,322.426406,163.0067245,1,334.7526522,193.2291913,1,371.8875119,217.0043302,1,408.4596505,200.5869312,1
2391,388.2721196,163.5900269,1,438.4877658,164.6930602,1,420.6012166,133.8765534,1,387.6343212,118.2840412,1,356.2245047,133.328845,1,340.1171009,162.5865211,1,353.1981139,194.3508224,1,384.8431659,209.5771003,1,424.0816064,196.8023157,1
2392,376.6609223,156.5949707,1,426.9198394,158.0188947,1,409.1357274,127.9534087,1,375.2631974,111.4742277,1,343.9388351,127.1415694,1,325.9640484,155.3736815,1,340.2806364,185.4772887,1,376.0209961,205.1292995,1,414.5890138,190.8629994,1
2393,369.7090883,152.3826265,1,419.9301238,151.8612502,1,403.3636919,123.2557425,1,368.8477895,107.7470345,1,337.5546875,121.6374788,1,318.5740514,149.8365545,1,331.4885233,182.2391748,1,367.21503,199.9165297,1,405.4318635,185.7480192,1
2394,362.387755,148.9389687,1,415.7579737,148.6586216,1,398.065594,119.7646036,1,359.5454068,103.8818161,1,330.8724046,117.2599579,1,311.1524234,145.7293792,1,324.1211078,177.7991791,1,359.9617298,196.0081882,1,400.7690902,181.3808351,1
2395,359.2684422,143.9726746,1,412.6123569,145.9195728,1,395.0000102,116.140317,1,359.5568311,100.7507029,1,327.897042,114.1788392,1,308.6237813,142.5851259,1,319.6418216,172.7598734,1,358.2150733,193.5729055,1,397.9070317,178.5499263,1
2396,361.8449016,145.5897164,1,414.2982183,147.4814544,1,398.4560754,116.0692024,1,363.9242043,100.3916988,1,330.8967365,114.6345415,1,311.6763639,143.2416437,1,324.0488224,175.762356,1,360.1854401,193.9323335,1,399.7459309,179.1613259,1
2397,375.0081992,146.1482854,1,425.9532399,150.0398645,1,408.7085509,118.2405,1,373.069458,101.8968414,1,341.3441164,115.918767,1,323.0395193,144.3481717,1,339.4301772,175.3465652,1,375.3027549,194.7550597,1,412.3411684,180.7581062,1
2398,393.6535215,143.7046318,1,441.1522279,146.4829249,1,424.3725719,117.170889,1,391.1450386,98.61555004,1,359.7836943,112.5188246,1,343.2103319,141.128932,1,360.2855911,173.4045889,1,397.602387,193.346786,1,431.5534151,178.9593501,1
2399,407.8737681,147.9041939,1,455.0567019,150.9926281,1,436.582696,122.0332866,1,405.2824293,101.8512404,1,374.3697457,116.9854012,1,358.6196682,146.2818089,1,375.2970991,178.7990584,1,411.0446005,198.4993834,1,445.5473255,183.7389979,1
2400,401.615273,150.1859083,1,450.6591458,152.2020597,1,432.0151043,123.2699441,1,398.1431756,104.9462008,1,368.2894411,119.0373027,1,352.5198402,149.037138,1,366.3138294,180.2674475,1,401.7631097,199.3574264,1,438.2210062,185.7971134,1
2401,394.6113952,149.0907488,1,443.7197313,149.9644229,1,425.6124249,119.2932739,1,393.5701737,103.6147182,1,361.8084002,118.1980438,1,344.8601561,147.7287369,1,360.5755248,181.1662321,1,393.2349529,199.3450782,1,431.5160432,184.689857,1
2402,389.4011505,148.6245689,1,440.2851515,150.2180791,1,422.0926497,119.7741344,1,387.9217343,102.8231003,1,356.3070635,116.2508202,1,339.0818248,146.8178673,1,351.8348634,178.951457,1,388.9043407,197.6252034,1,427.2271352,184.5158987,1
2403,381.533434,145.9103017,1,432.409359,147.000855,1,414.1418111,117.7774948,1,379.6369659,100.7456074,1,348.5744143,114.1174202,1,328.2808213,142.8940032,1,342.5169668,174.9204421,1,379.6621976,194.380867,1,418.492961,180.3772354,1
2404,371.2000179,143.1999547,1,421.9873747,144.0871739,1,405.7449749,115.134161,1,370.1247851,98.55033398,1,338.537015,113.1223817,1,319.233865,141.0580978,1,332.9242648,173.4110451,1,368.0571871,191.4904406,1,407.4992359,176.2739205,1
2405,367.4268105,142.4544945,1,420.4862919,142.2761767,1,402.427238,112.9557881,1,366.9405313,98.74892712,1,333.8173,114.3494759,1,316.0000744,141.1271336,1,330.3999568,173.9149799,1,365.301393,191.5577817,1,404.8160682,175.5554571,1
2406,373.4645213,146.7168446,1,424.4831243,148.4467502,1,406.8390083,117.0212917,1,372.0073094,100.5954924,1,341.8543938,114.9904394,1,324.146821,145.1579385,1,337.2751508,176.6818814,1,372.4370409,195.1775451,1,411.0532851,181.2957889,1
2407,381.6337734,154.5461764,1,433.3542757,157.0624444,1,410.8070455,122.6777574,1,378.8307109,108.8893399,1,348.1239271,122.9942741,1,331.2466059,151.7403667,1,347.8381539,186.4413362,1,380.7952917,204.6185369,1,420.0921993,190.1769979,1
2408,374.3045666,153.9192557,1,425.5870459,155.4891081,1,407.2010086,123.261025,1,373.1180822,107.4408908,1,343.0627975,121.9741845,1,323.5663457,151.6021116,1,339.3269997,183.2525058,1,373.5552508,201.6498022,1,412.3449045,187.4021835,1
2409,364.5540695,151.3413196,1,416.5270743,152.65938,1,399.9447687,121.3439884,1,364.5397005,104.2163882,1,330.0945268,120.0159521,1,310.2609441,147.8408031,1,323.8127861,179.1783214,1,363.5279298,200.3388467,1,402.2258797,186.2684956,1
2410,351.0865409,151.4123464,1,404.1420172,150.270195,1,389.956592,120.1908121,1,352.6456814,104.770731,1,319.5381124,119.6584225,1,299.994517,148.7513371,1,312.9768848,182.2737148,1,349.2554697,199.5539515,1,388.3203173,184.2170477,1
2411,344.9374313,148.9619666,1,400.8656402,149.2069141,1,383.5087686,118.3957648,1,348.762424,103.6144702,1,314.9530153,118.506629,1,296.6183219,147.2393279,1,307.4018323,179.8982134,1,344.1617279,200.1147509,1,384.568181,184.1151628,1
2412,346.9261662,150.4043207,1,401.1108193,147.8458099,1,385.3234854,117.8857151,1,349.7914754,101.5259972,1,314.4939928,117.0501237,1,296.1884737,147.2523518,1,306.3268762,179.2629647,1,343.9571531,199.8641922,1,384.1040144,182.9622173,1
2413,342.9281878,153.9631743,1,397.4075655,152.9881172,1,382.3663969,121.3086352,1,346.7159996,104.9226952,1,309.7514851,121.4422507,1,290.437839,150.3946834,1,299.2202954,182.6268365,1,338.9994504,204.3720045,1,380.2310106,189.1240578,1
2414,345.948611,158.0571165,1,401.3055153,155.9649261,1,384.3030524,124.9954619,1,348.5010682,108.3620539,1,311.8489819,124.7061499,1,293.2970622,155.4714327,1,303.640095,186.6568713,1,343.1065154,208.4004688,1,385.6208968,191.6776958,1
2415,349.2327696,160.2859054,1,405.7203947,160.2555127,1,387.7245774,127.077456,1,352.623158,108.6496765,1,315.7535534,126.9519949,1,296.4293127,156.9341793,1,306.6615462,187.1651335,1,347.114091,210.4562769,1,391.0084348,194.634644,1
2416,354.83434,162.5523744,1,410.7634273,164.5789251,1,394.8171777,130.5691233,1,358.3481486,113.3258882,1,320.7162337,129.5050044,1,301.3097917,158.1657357,1,313.2833738,189.9512746,1,353.9567966,213.3077065,1,396.3928568,199.4319839,1
2417,358.1885304,161.8285432,1,415.3734472,162.3883557,1,396.5727633,128.26194,1,361.428443,111.3752089,1,325.210098,127.6238701,1,304.9716558,159.4339864,1,317.3279037,190.4753554,1,357.1527497,214.0859816,1,399.4477265,198.7774925,1
2418,358.2194436,159.8451297,1,415.9900095,160.1775489,1,397.630524,128.001996,1,361.5823369,109.9844964,1,324.1627588,127.2985942,1,304.2913547,157.2534428,1,315.9246191,189.2884817,1,356.9029369,213.4252621,1,399.3654895,196.6703165,1
2419,356.7303243,162.4385552,1,413.9608358,163.8725491,1,397.0842977,131.3566151,1,358.9586587,113.1454263,1,323.0125,129.1405616,1,303.4835796,158.5543559,1,315.0074148,190.7991476,1,357.2503558,215.201719,1,399.3117092,199.7854323,1
2420,356.2638302,164.3477983,1,412.4910669,165.7860154,1,393.2891488,131.8803411,1,356.8144489,114.8945293,1,321.390461,130.7489467,1,301.0341634,160.9992051,1,313.1330309,192.9111466,1,354.9591568,216.659914,1,398.4816618,201.6501913,1
2421,353.948597,162.5636249,1,411.7031674,165.3855324,1,394.0526973,130.7552862,1,357.7738445,113.6494455,1,320.945519,130.5924134,1,301.005434,159.9017413,1,308.3534546,191.9805036,1,352.2714643,216.838388,1,395.9419999,202.4422407,1
2422,351.8612945,163.3687963,1,409.8609383,165.0510654,1,393.2621841,129.6082311,1,355.9791627,113.1963587,1,318.1459506,128.7615161,1,298.3576193,159.6555116,1,308.910491,191.6983135,1,351.2105429,215.4984205,1,393.8165531,200.191247,1
2423,351.9849296,163.5874815,1,410.1105746,165.3851757,1,391.9941735,130.5222616,1,355.8293614,112.1358047,1,318.3818634,127.5539649,1,297.6997523,158.0909321,1,306.8270431,191.418349,1,348.7480888,215.3484113,1,393.49404,200.8698497,1
2424,357.1606331,165.045638,1,416.0630026,167.790956,1,399.665525,133.0234768,1,359.3856723,114.6356878,1,323.0069484,130.902359,1,304.4929895,161.7003555,1,314.0546708,193.9467821,1,356.886182,219.0616527,1,399.6561465,204.4124479,1
2425,375.4727354,179.8053095,1,432.7360744,184.4960971,1,412.1924531,148.6165276,1,372.0109526,129.4633579,1,338.24578,147.7000453,1,322.7779444,178.9798479,1,338.0270249,212.976841,1,381.0794997,236.8711751,1,420.3734474,224.4125109,1
2426,385.92136,188.1420002,1,438.808743,192.4130988,1,420.0265895,154.8673768,1,385.0128407,139.231822,1,349.7331991,154.4363742,1,331.2051034,185.6320257,1,348.4937282,220.9763975,1,389.1157598,241.2795534,1,426.8750625,226.2460618,1
2427,377.3455,176.5390301,1,432.3792315,176.9035096,1,413.1226883,143.0338178,1,376.9218545,128.3681459,1,342.1329446,145.1338606,1,322.9477363,175.6254101,1,339.4584298,211.8347244,1,378.728519,229.7589773,1,419.9772908,215.2220895,1
2428,361.3437381,164.5239452,1,420.3324581,164.8871637,1,400.9179883,129.3855758,1,362.8500943,113.1160703,1,326.2635901,130.882432,1,305.8573413,163.6109409,1,321.0524697,199.0239356,1,360.4909558,216.7886224,1,407.0110445,199.6768031,1
2429,361.3246698,156.6526165,1,418.6306176,158.3986037,1,398.4451249,122.927073,1,362.1249332,105.8068142,1,325.349914,122.2934422,1,305.4542818,153.7877121,1,322.8036556,191.3704917,1,360.8643584,208.7407236,1,403.0136405,194.0213037,1
2430,381.9501046,172.9523134,1,440.3047833,174.8081048,1,419.3240075,136.3923655,1,380.0361376,119.4656205,1,346.3268332,139.4159479,1,329.2990775,171.265348,1,345.4133787,207.7527962,1,385.0410876,227.2263088,1,428.2968903,215.0246637,1
2431,383.9981205,184.8332639,1,440.3411942,187.9221039,1,422.7338867,152.4938455,1,384.1861939,135.5725725,1,349.3397903,151.6331089,1,331.8192406,182.9128003,1,346.5603576,216.4846053,1,388.6571456,239.6512089,1,430.4299073,225.9685569,1
2432,373.2716198,174.1450622,1,433.4330263,177.4588332,1,413.945135,142.9656827,1,372.5805365,124.0687962,1,339.9113431,138.6812792,1,319.5864744,170.5550585,1,335.1757889,206.4703035,1,375.8223095,227.4571719,1,419.4587488,214.4432163,1
2433,364.9993776,172.818862,1,428.9791995,177.951755,1,409.2282529,142.5272388,1,368.7814622,122.1413112,1,335.860142,136.3240891,1,313.6742287,169.3001246,1,327.5447345,207.3851416,1,369.3235617,228.3068558,1,411.868433,215.9246821,1
2434,362.6116567,169.2436461,1,424.5172057,174.9182591,1,407.1369624,141.0339152,1,367.3584237,119.8127654,1,335.2588389,131.937912,1,311.9125986,164.9633703,1,322.8360662,203.254878,1,365.6294868,225.076355,1,408.3251443,211.3836274,1
2435,354.4976778,167.8603346,1,419.1026301,172.7433354,1,397.8875756,139.6498159,1,360.1164145,118.6687641,1,326.3642662,132.5536051,1,303.9388404,166.0981655,1,317.3691405,203.2068067,1,357.6071084,223.6115272,1,404.2393982,207.5228727,1
2436,351.5434921,167.2719703,1,409.4380064,170.2149472,1,391.6252756,137.3942075,1,356.7509031,120.2298083,1,321.3624792,134.1403489,1,299.8602495,166.6934586,1,314.773612,200.9770536,1,351.8322935,220.0401926,1,396.2713416,205.0522709,1
2437,380.46735,184.3826394,1,436.5890627,188.9025229,1,416.8790784,156.4023787,1,378.8867464,136.714437,1,349.8389,153.5551648,1,332.5827395,182.3621454,1,345.1751099,215.0737145,1,387.1138644,237.5059268,1,424.3694501,224.4594302,1
2438,386.9083133,194.1193495,1,437.0509052,196.7744632,1,419.7944854,164.3318834,1,387.0658783,148.1309814,1,356.7462806,163.222415,1,339.998385,190.9144568,1,355.29108,224.847579,1,389.2213326,242.6805577,1,426.9956284,230.089622,1
2439,362.3382039,182.6346979,1,414.1761541,183.0256641,1,396.9149318,153.2828021,1,363.2683034,138.4982305,1,330.7297511,154.8085365,1,312.3522835,183.2121148,1,326.5292954,215.6759844,1,361.361867,232.0077047,1,401.3969035,214.333046,1
2440,346.3683403,181.2445374,1,396.7866068,182.2025774,1,382.6401496,154.0443974,1,351.1398301,138.5862551,1,319.558075,151.2031651,1,299.9599395,181.7021046,1,311.2722602,213.4430046,1,345.2653661,231.1826711,1,383.1039884,214.5971975,1
2441,338.3849897,180.6789303,1,386.0831766,181.609727,1,370.5734067,151.5111506,1,341.8667017,140.2609272,1,310.2740486,153.2486801,1,293.6827631,181.7375097,1,305.7913733,213.2302675,1,338.2432814,228.5532579,1,374.1189063,213.9614279,1
2442,336.5883641,184.0724545,1,384.2978625,184.4479604,1,368.9876566,155.7510772,1,340.7471609,143.1400461,1,310.9375806,155.7008257,1,292.1182032,184.1986923,1,302.7905693,214.7745817,1,335.4510856,230.2308843,1,371.2940836,215.8250034,1
2443,332.0613785,190.7486989,1,376.435514,190.6720986,1,363.2709363,162.370904,1,336.9834046,153.3124404,1,307.2152975,164.3650789,1,290.1595526,191.1478605,1,301.9790525,220.9726019,1,330.3851662,234.410481,1,364.9686886,219.9089923,1
2444,333.751186,189.9846098,1,376.7132158,190.2820892,1,364.1602419,163.3427315,1,337.329854,153.007709,1,310.6848862,164.2846727,1,292.6578941,191.9589629,1,303.0291045,219.1648426,1,332.4631646,233.3464499,1,365.4992232,219.9880242,1
2445,331.1699572,192.488358,1,370.677999,192.0693412,1,361.6663265,167.8136878,1,336.8632116,156.6923552,1,307.3093627,170.7866888,1,293.2709886,195.1067715,1,303.0087035,220.31073,1,328.6677933,232.6590567,1,359.756448,218.4232063,1
2446,321.7112629,196.6383944,1,359.1653652,196.8024302,1,348.2006794,172.9676657,1,323.7535556,163.3672223,1,298.7631602,174.8173246,1,286.7889814,196.8906336,1,295.4624271,221.875185,1,319.5847962,233.424777,1,348.960708,220.0925369,1
2447,312.0092392,201.2675595,1,344.6204472,200.9489751,1,339.441803,180.2953405,1,315.5327981,168.7273369,1,293.452724,179.52423,1,276.9953713,203.0266252,1,281.2473507,226.1102085,1,307.3289418,235.855113,1,335.1325426,223.738194,1
2448,301.8061959,211.4704485,1,333.9657409,211.3641968,1,325.4601825,188.1180859,1,303.5210674,178.5483665,1,281.3759851,190.4262583,1,269.3834,210.3591065,1,275.5032845,234.4626088,1,300.3454413,243.7867723,1,326.1350169,232.0300713,1
2449,306.4562612,219.6577249,1,336.5448232,220.3816605,1,326.358547,197.9090928,1,307.1935821,189.5918918,1,286.2186341,200.7613916,1,275.2669875,220.1161966,1,283.3594089,241.6042366,1,304.7695856,251.8477731,1,328.5095601,240.4253669,1
2450,311.4244406,218.7819314,1,342.5345266,218.4034371,1,333.80009,197.1612301,1,313.7548556,189.2112254,1,293.6322937,200.255043,1,282.6554673,219.8372555,1,290.6415019,241.0899196,1,310.1202054,249.2698216,1,333.0616521,237.5147381,1
2451,315.3056216,216.8782053,1,346.2329035,216.1717463,1,340.0663362,195.8108759,1,316.6829665,186.9458914,1,297.8364959,197.1104622,1,285.5739107,217.6095033,1,291.6604345,238.8925238,1,312.4391594,248.221961,1,336.3093405,236.7035751,1
2452,333.1865559,190.855233,1,364.8484005,189.7668532,1,358.0270433,171.0985818,1,338.6008348,157.5360442,1,316.2404661,167.5209725,1,300.6388731,189.5696077,1,308.2111218,213.583828,1,330.0232944,223.0060599,1,354.8462307,211.7612033,1
2453,329.2901516,181.8855397,1,360.9448562,181.055537,1,354.4045341,160.2442288,1,334.1794784,152.178019,1,312.1342192,159.4328232,1,296.1980681,180.3673859,1,304.5019932,202.8018956,1,326.7097487,215.3641593,1,353.4358282,202.9102597,1
2454,337.6448498,198.8952034,1,370.0209537,199.3975117,1,361.2472329,178.8604321,1,339.8982525,170.0120654,1,315.4761877,177.1272306,1,301.4754976,198.1392899,1,310.548595,220.3738785,1,335.7738867,233.4788914,1,362.059803,221.7370543,1
2455,344.4079361,187.1262097,1,378.4849691,186.0721846,1,368.642386,164.9132586,1,346.18226,155.0566902,1,321.7522221,166.0117872,1,307.4614258,188.2592554,1,315.8760209,208.8383288,1,341.1450989,220.3160725,1,368.4531975,207.827997,1
2456,353.7399659,185.3487554,1,390.0449574,184.6813045,1,377.7709031,161.9523582,1,355.3696642,152.3899775,1,330.9834061,162.5715284,1,317.7796938,185.7598834,1,327.2969053,208.3827472,1,351.5160773,220.4119759,1,379.843387,207.6810586,1
2457,340.195262,184.1341372,1,377.3399153,183.4002919,1,366.9695673,160.4538546,1,345.1890111,150.1681285,1,320.1199079,159.9626627,1,304.3796911,183.7598801,1,313.4943938,207.5347824,1,337.2402596,219.6846414,1,367.1599023,207.8627269,1
2458,315.6982927,183.0167422,1,351.8407502,182.2347393,1,342.0220053,157.6999257,1,317.3883324,149.7686629,1,293.6006155,160.7405744,1,278.4870248,183.1035585,1,288.1787591,207.2960458,1,312.2568026,217.8905187,1,341.4310447,205.4380549,1
2459,316.1865616,175.684016,1,352.1986027,175.8984964,1,342.8006907,151.7395139,1,318.5250504,142.3176978,1,292.7944482,152.8616786,1,278.6060436,175.4042573,1,289.0746002,199.4713321,1,314.3165498,212.9135662,1,343.1896286,198.9583428,1
2460,334.8040674,183.9953599,1,372.2608271,183.7241118,1,360.0017524,160.9418616,1,336.7988024,151.6572504,1,312.929265,160.9360971,1,297.6273904,184.7972164,1,306.7005572,207.2191439,1,331.8698426,218.8419852,1,361.7274027,206.7863503,1
2461,337.9479277,181.8165035,1,375.4360495,181.357965,1,364.5536474,158.4530246,1,340.656462,147.5722895,1,316.3553905,157.8885028,1,300.7006246,182.1362257,1,309.8281227,204.7210722,1,335.826865,218.6840849,1,365.3277643,206.2348392,1
2462,346.8458241,170.9419732,1,385.881278,171.9140392,1,374.89027,150.049835,1,351.036808,139.6722336,1,326.5697858,151.1060541,1,310.8208508,172.0077639,1,313.7419186,196.2866763,1,344.74089,208.0007892,1,374.5935011,194.752398,1
2463,321.337796,172.6200638,1,357.0229186,170.9832301,1,347.4960951,147.3262157,1,325.6694101,139.725471,1,299.7780252,151.9488013,1,285.3963678,173.9090036,1,297.4581475,197.3123242,1,318.7714677,207.5710227,1,347.4095474,194.2105756,1
2464,316.688337,171.7038331,1,353.1918797,169.9138303,1,343.0927312,146.6451225,1,320.1030064,137.7758555,1,297.971174,148.0369329,1,282.1304315,171.8867064,1,292.0820796,197.9192028,1,314.8053722,206.6068347,1,342.3366358,193.6388345,1
2465,310.262053,171.0683126,1,346.5866102,170.0306296,1,335.1281304,145.5275254,1,312.1698179,136.8246417,1,289.4109454,147.2210145,1,275.0089337,170.8936553,1,286.0974984,196.1538477,1,308.1766463,204.9905272,1,336.4794893,191.8662188,1
2466,311.4594021,170.6222606,1,348.5371189,169.4455009,1,337.0801215,144.8709192,1,313.2065687,137.5995808,1,288.8218164,149.4951195,1,276.3063487,171.4810147,1,288.3952446,195.8397477,1,310.0552008,204.7443476,1,338.9218941,191.377794,1
2467,326.9929256,168.9870706,1,360.9974818,168.6849284,1,355.2070291,146.3086166,1,331.0359206,136.4312172,1,307.8530955,145.4410348,1,287.2991061,166.6907277,1,293.622265,191.6308622,1,323.0882401,205.4052404,1,354.1430602,191.7421591,1
2468,351.3298738,161.6044054,1,389.1726965,161.2602873,1,376.6097536,137.9063835,1,353.1840959,128.1447272,1,326.5976875,139.3962302,1,311.0315688,162.2775931,1,322.8638163,186.0329714,1,347.7320919,197.7936603,1,376.8748817,185.7229438,1
2469,329.8756995,165.4633545,1,367.3806343,165.2055575,1,356.8969876,141.9008331,1,333.4531649,132.2361927,1,307.4101005,143.0294466,1,292.4097118,166.3696783,1,304.8550329,190.2185698,1,327.0679696,200.0238957,1,355.7613699,187.8852286,1
2470,322.9733305,176.5108299,1,358.3488343,175.2133594,1,349.7826582,151.4027779,1,328.5072374,142.3617449,1,302.4342532,154.6475668,1,286.6475089,178.3275599,1,297.3891287,205.6350974,1,319.4134126,216.010838,1,348.3006386,201.2762256,1
2471,332.6006336,190.6813083,1,369.9661474,190.2749414,1,358.5429049,165.4327601,1,336.0745115,157.6072487,1,310.845912,168.2496891,1,296.5818825,191.668077,1,306.1753793,217.7595901,1,331.3123258,228.0313015,1,360.9188766,214.9640474,1
2472,336.7867174,179.997045,1,372.7979251,179.376287,1,362.3528175,157.6227709,1,340.9010047,144.9715686,1,313.9535043,155.5772009,1,298.5493935,180.3924761,1,309.1042545,205.6366129,1,333.540644,215.7968338,1,363.0192343,203.391252,1
