scorer,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000
bodyparts,c1,c1,c1,m1,m1,m1,m2,m2,m2,m3,m3,m3,m4,m4,m4,m5,m5,m5,m6,m6,m6,m7,m7,m7,m8,m8,m8
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3199,299.1443689,203.8553634,0.996026874,443.0568334,215.6268332,0.002450526,395.8878387,131.8615576,0.583085775,331.4877957,113.6405964,0.999120712,269.8995613,144.1604638,0.999999523,240.7389314,198.042182,1,254.2022486,258.2322268,1,318.3926377,295.833786,0.999986827,425.4071391,270.1517239,0.097650021
3200,300.643462,204.146461,0.994692504,443.5987756,213.7001708,0.159585804,393.3509879,163.1255331,0.053714126,332.4572118,117.1379917,0.999967813,270.3560042,148.2250654,1,242.4224888,196.739091,0.999999881,256.5814953,257.4120684,1,318.3530121,292.3302285,0.999999166,404.1829111,254.9429629,0.225332499
3201,292.4112614,209.7751346,0.964981556,439.3465781,213.2998899,0.004685014,386.6933198,124.9065754,0.107071549,332.3223715,107.9086174,0.995800495,262.1724517,146.6306313,0.999998569,236.3892279,199.1262059,0.999999404,248.1249123,258.0270596,1,315.4837335,293.1448705,0.999392629,422.5546384,265.3456514,0.367022991
3202,302.8478248,194.6816711,0.999836564,635.8826417,12.85294533,3.21E-05,636.7666351,2.157939315,0.022277057,329.4590595,121.8680596,0.958767235,267.0879937,148.0640503,1,236.9861357,203.0730519,0.999999702,253.3969073,265.3125658,1,313.3141713,299.2928908,0.944061399,359.3703477,272.5683537,0.015656531
3203,304.6971526,212.0975697,0.999911487,635.8384137,12.40815258,4.44E-05,379.5753523,157.233552,0.064422011,331.9067844,130.2338088,0.999597788,278.3475611,151.9512672,1,252.1813491,216.4887295,1,263.35849,266.9505672,1,324.3301038,296.5117385,0.726674795,370.1205363,272.4995146,0.849018037
3204,296.8621726,227.5265607,0.999719977,643.511138,31.32560825,6.50E-05,382.1877022,146.804924,0.013292015,321.5203505,134.1058836,0.999970555,277.4989452,151.5010159,1,247.3218994,223.0079508,1,258.7352171,271.9163296,1,323.0160472,311.1103401,0.971964359,432.1425669,281.9228802,0.273363233
3205,297.0161405,215.4496636,0.99979353,433.9650145,263.1785207,0.002211004,378.4669992,159.2915297,0.017550081,318.1702068,133.7620074,0.99999094,274.6071134,149.1291543,1,240.132144,219.1987385,1,254.7387145,272.0322423,1,319.2915792,310.5098333,0.090815157,363.5493691,273.2372632,0.002173424
3206,298.7330846,216.3216131,0.998068571,418.3837976,225.9246526,0.120405793,390.329803,170.1493686,0.998664618,319.1893115,135.2131605,0.999366045,271.1148005,150.4302318,1,244.5297738,192.453289,0.999999762,252.2682863,269.0068769,1,322.8160143,309.7117405,0.016309738,427.4502298,281.9361956,0.547847092
3207,292.9403329,219.3828332,0.999895811,428.895894,250.3545617,0.059341818,381.4579964,172.1394351,0.013831913,310.9009662,133.3964193,0.999989569,265.378727,150.8967638,1,234.1996393,221.2589694,1,243.2083942,272.8044529,1,308.5608964,307.9352422,0.950874686,418.9460289,283.505607,0.980979919
3208,301.9503152,220.5099179,0.999942958,575.3667071,10.80234528,5.99E-05,385.0881176,170.5450751,0.337626457,328.8019371,137.2516136,1,286.7958665,154.4474115,1,259.3833457,209.2400832,1,259.151731,267.1157269,1,303.1600571,292.74128,0.661372185,421.9829596,312.4003472,0.075685918
3209,315.2566416,202.1550986,0.016492933,431.8251717,258.0044794,2.05E-05,630.7359085,-0.207669258,6.82E-06,320.9850469,142.0779316,0.99747324,286.7984848,154.718789,1,264.2574215,192.7218878,0.999994636,273.9642482,234.7445506,0.635481715,391.8553584,310.5239177,0.987486005,429.4892561,297.692111,0.999952376
3210,308.3461902,211.1151917,0.995476604,420.7130345,241.8312457,0.004345506,388.6145986,179.7451365,0.012838095,323.1796002,134.5834281,0.999978364,281.3180902,150.8063731,1,255.5463357,198.4252322,0.999999881,255.809458,262.991519,1,293.2884152,290.2220581,0.999999881,406.5364606,284.604232,0.998823762
3211,276.9944633,189.7247673,0.049476504,418.5594246,242.5103105,0.000100106,627.2950068,1.64332962,1.19E-06,294.2627378,125.7856798,0.140823364,249.5484614,144.3905888,0.999669969,227.9372652,181.2601253,1,232.8171048,227.4221601,0.996973634,359.480587,299.7134508,0.026797026,393.97313,283.5642241,0.999469995
3212,375.1696181,248.9272642,0.033279032,418.0663855,245.0298285,0.001949489,2.01061976,0.940816879,8.46E-06,1.60427165,-0.995639324,1.08E-05,2.336192608,-0.563168049,4.11E-06,243.0378146,172.7408985,0.001716018,349.9605685,286.7570486,0.844785273,369.0421882,300.4153046,0.9999246,406.19683,283.0257015,1
3213,284.9328,184.8321447,0.000808954,422.0146399,240.152504,0.00020349,1.723539114,1.596785545,2.77E-06,1.023118973,-1.219298363,3.13E-06,259.7099651,137.3736794,0.000719488,244.3970004,171.9358286,0.00273928,240.7246428,222.156162,8.51E-05,372.3454361,294.3443325,0.98740828,405.961226,279.7284646,1
3214,283.7934385,187.9447391,0.00198403,417.5191083,229.3312936,0.002243429,0.66022706,0.661029339,4.17E-06,1.129720449,-0.136289597,4.50E-06,256.4060946,141.2082604,0.000439882,238.6832957,174.3448429,0.965849161,351.5419092,272.8071203,0.011335075,369.534353,289.5196896,0.991207838,407.3094296,272.9019556,0.99999994
3215,369.7397194,234.0409631,0.090397805,417.8209081,231.3788691,0.999986053,406.2162209,284.0000905,1.61E-06,289.6069436,122.8258286,0.000107855,250.8084301,141.3125808,0.999988198,229.985203,176.7497978,1,234.4159179,222.1901195,0.999619663,361.4001024,293.8609591,0.999999106,404.0371939,279.0311186,1
3216,280.9013417,197.7175932,0.007982373,419.2070971,237.8667045,0.008955538,1.216269255,1.451910734,3.58E-07,1.557392359,-0.02560997,5.07E-07,255.8541069,142.4019837,0.006114632,231.4418771,184.7705967,0.999966919,237.7062026,235.475598,0.983486235,368.7339501,297.2349238,0.999883413,404.3960754,280.4701092,1
3217,372.1851568,245.9735913,0.744898915,419.7082647,233.8357518,0.982753575,301.4475679,166.0790701,7.45E-07,407.0464625,283.134591,4.32E-06,253.5717708,141.4678273,0.955793023,226.6879864,186.3397541,1,226.6743919,230.4687228,1,363.7434092,299.6885137,1,403.9479952,283.2655578,1
3218,264.6630299,200.071238,0.985560298,415.6001935,234.522872,0.999998212,403.6022315,211.0512447,3.74E-05,290.3409033,124.9162598,0.062503904,238.5001729,152.3614054,0.999995053,216.9688153,194.405978,1,218.8002889,242.6050291,1,360.2580712,295.1999252,1,399.5397348,281.1107097,1
3219,268.6340849,197.4567304,0.520073295,413.5684782,216.7582171,0.999991179,629.6179509,0.663704157,8.40E-06,296.9617319,118.3340681,0.00053075,238.3195093,151.895083,0.995252013,216.7309823,188.1278429,1,218.6318245,234.2705762,1,355.8599806,290.0929612,0.999972939,391.4735775,274.7221423,1
3220,266.2158146,178.9495832,0.974218249,420.1550359,240.7956772,0.999179006,394.2469727,183.1046877,0.056765497,288.4048481,123.8715798,0.677492917,235.3913827,140.9756126,0.995508432,216.4529679,175.3315103,0.999993682,223.1576271,210.6388035,0.996645689,374.5530005,302.1421227,0.999937356,411.7577052,288.2563057,1
3221,271.3361752,194.6557124,0.875877857,420.8066025,235.3828341,1,632.1107984,0.333848953,0.000395089,308.2440573,120.8369207,0.991795182,246.9338698,147.6486962,0.999999881,221.8348342,192.2095885,1,227.0451555,233.4028301,0.999996185,362.6305476,305.0367327,0.999999881,404.350717,286.4014561,1
3222,289.2526348,181.5709299,0.96444726,416.6233675,229.7177807,1,396.7495411,184.6025739,0.031196564,297.8806601,122.9351866,0.982803881,244.4721218,145.4199119,1,219.3524642,191.7568016,1,224.1938047,240.8988743,0.999983668,359.0003376,300.1715773,0.999999523,397.5458609,284.4506645,1
3223,353.3690879,221.1838083,0.455712765,412.3561562,222.1327796,1,392.1339426,175.3586125,0.999951839,294.2713122,119.6378956,0.4917638,237.7689643,148.1143251,0.999720335,211.7873023,196.0133031,1,221.5955116,250.2687517,1,351.7325912,289.5301654,0.999999464,391.3391998,272.3942313,1
3224,259.7438951,191.3309467,0.923153996,400.054625,211.8811268,1,384.1401582,172.4989657,0.997803688,285.9723893,123.0313098,0.995094299,229.7392701,147.4424434,1,205.536659,194.2873877,1,213.1600637,255.6279953,0.999996185,343.2211332,276.0991028,0.999999404,382.5250361,261.7526344,1
3225,242.2224989,204.1094099,0.982442021,389.8113388,211.1115618,1,369.5735512,159.5975347,0.995125115,287.1954157,125.6875874,0.008203387,218.6658543,153.6703107,0.999999642,195.1588199,196.836782,1,203.1128916,259.2034731,0.970007181,337.1957397,278.3225799,0.975877166,373.4772346,265.6885009,1
3226,232.8062263,212.847816,0.999658823,383.6982155,223.121691,0.999996722,357.0585705,154.3940005,0.999842405,292.9769716,132.9161054,0.237300515,215.2415614,159.7516189,0.99988842,157.2218002,215.3450365,0.99890697,172.0528421,273.7778902,0.999514341,315.4710299,297.31761,0.558571398,369.5452211,277.5227201,1
3227,266.7740344,177.3758926,0.969269633,381.273454,223.4237823,0.952118099,342.3740191,158.6388972,0.893209338,281.3502109,134.3458219,0.99744451,179.1577153,169.7307918,0.999999762,154.5593891,206.7611177,0.999987006,175.1618044,283.9264987,0.999994993,274.3679996,320.4034915,0.310910136,363.580864,282.2845079,0.998341918
3228,265.2983,188.4477236,0.963947892,397.5934348,225.2280002,0.999999821,363.5924782,155.2812772,0.99050343,285.3666854,135.7903748,0.155971169,170.9413511,180.0376683,0.997122407,147.4749899,212.8648739,0.999979496,515.0364523,44.78467739,0.999723673,281.7158344,328.6119142,0.997553468,381.0124418,281.3381896,0.999999881
3229,270.8199561,187.6973022,0.853308916,391.8570085,221.4851258,1,359.3331411,159.3073523,0.999473929,296.018543,139.8334265,0.169116437,214.9532113,164.5785946,0.999973059,180.7898216,210.4536008,0.652971089,238.2808099,305.297493,0.999998569,261.3132099,317.7630103,0.99883616,371.545701,283.8339622,1
3230,263.2284527,190.7647359,0.946196556,378.1327889,228.5441334,0.999997854,342.6314082,156.1157387,0.997787476,281.8727639,138.0679243,0.641693532,206.3342509,167.8027964,0.814311504,146.7452087,218.5810866,0.995072246,175.9549999,287.2183926,0.988905907,325.0683255,298.6471641,0.139421821,365.6776788,286.772737,0.99999994
3231,265.8033006,205.1871095,0.309798926,367.3565955,236.4041213,0.999872386,337.5945289,168.2100399,0.971123695,281.0295475,143.6031194,0.949255943,201.5252624,182.9263911,0.000892639,179.3647925,220.9499543,0.008724481,514.8863635,47.30116367,0.440957934,310.9757862,303.5730093,0.054528296,355.7073431,285.0672133,1
3232,296.7798414,216.0668826,0.999155104,393.1672778,227.1462802,0.900548935,368.8710942,174.8377864,0.999634981,326.4530945,155.3122341,0.998553634,269.0916899,177.0209584,0.000184774,506.3173963,1.450302124,0.00017634,260.4579926,267.7645238,0.037088454,302.7201219,295.7363033,0.174934119,372.9397658,275.7610529,0.999999464
3233,385.1864693,249.6135688,0.160846978,426.0445532,245.6573601,0.999203086,328.6029937,234.5606705,5.54E-06,2.107588291,-0.572274685,2.21E-06,267.248951,161.378468,0.734386742,247.3829663,197.9977368,0.999998271,254.9956667,264.5790045,0.96782887,376.876034,302.6364191,0.999997497,414.9926317,287.2703388,1
3234,283.7908237,203.4056569,0.009919852,414.5572352,244.9160099,0.003742129,0.644150734,0.116193771,1.51E-05,2.567612767,0.587886333,1.07E-05,1.119216442,-0.631239891,7.90E-06,238.4357822,201.099328,0.995587587,252.7593593,259.4146217,0.999412298,362.0591266,298.0170338,0.997810245,400.2724628,281.900166,1
3235,376.8687868,232.5256467,0.000141919,410.6385195,228.597154,0.147604078,0.94001174,-0.154019356,1.25E-05,1.39020133,-1.076798439,1.00E-05,267.7855233,142.4153764,0.997822881,247.1981733,173.9524441,0.020750374,252.0415515,251.0243378,7.66E-06,360.9778147,294.8479202,0.829319835,402.3812355,271.0098209,0.999999225
3236,284.1554683,201.9115782,0.007114917,404.5824151,218.2669845,0.998047829,0.749861956,0.613542557,3.04E-05,1.935507059,0.515072823,2.94E-05,260.7643197,150.7641187,0.99268949,232.1286621,194.4275123,0.998858511,245.4478798,257.2617333,0.999999642,279.6640799,273.8931732,0.961084664,390.255079,265.2484641,1
3237,300.4832477,175.5672615,0.23179099,404.2179755,207.6330149,0.999999881,385.8897226,157.298666,0.023643136,304.5067077,128.6900268,0.254004627,262.3971984,143.7632048,0.999999881,243.5557213,176.569077,0.979611874,245.6723288,236.2558719,0.873630285,351.6309853,274.6111624,0.887745261,388.9436994,255.8721383,1
3238,292.7103774,190.4562759,0.999635398,395.1448616,196.805909,1,371.6626732,149.1992019,0.643252432,314.5424464,123.6685964,0.999999762,261.1218849,143.0298543,1,235.9196655,184.2421422,1,243.391247,239.1503808,1,338.399466,268.0059395,0.52862829,377.3100686,251.8381809,1
3239,292.2110693,194.7375968,0.99964112,394.3051537,200.7097158,1,375.1894357,153.2628961,0.999995232,310.0816751,128.4567447,1,259.4143819,148.1098328,1,236.5893677,188.7830203,1,243.5994546,237.9755569,1,339.9304714,263.2361305,0.567756474,375.8782287,250.2040664,0.99999994
3240,295.6319804,190.9080691,0.999879837,392.2712765,204.0979217,1,373.5465072,158.1430545,0.99999702,309.9250791,131.9005523,1,265.0208087,150.245734,1,242.7023717,184.1622343,1,247.1969512,235.8359368,0.999999881,338.156759,264.7466493,0.631246746,375.5568593,251.2725132,1
3241,298.5751824,187.8825511,1,391.5456223,199.5472717,1,370.6474384,151.3925672,0.999998093,310.3507743,126.4158788,1,263.3724298,146.9756289,1,240.9807105,184.6074114,1,249.0762358,226.9537048,1,293.3069191,253.4304355,0.998606324,374.2189853,242.049777,1
3242,318.3033433,200.3563857,1,401.4055109,213.8377501,1,380.3298863,162.9461443,0.999999881,326.3899212,140.7571697,1,281.8259499,158.8778362,1,258.2444601,195.7402263,1,270.4890223,240.1062074,1,344.8756452,272.2810745,0.99989152,386.3118227,258.7295094,1
3243,314.9839138,193.8365238,0.999995947,391.623328,204.6175177,1,371.9502053,159.269963,1,320.8119254,133.2450364,1,276.2227745,151.9343362,1,253.419515,187.1328354,1,262.6671903,230.7368391,1,334.8118944,263.470979,0.999993801,375.3755915,248.4239416,1
3244,311.5972714,193.2911644,1,393.0095253,204.6097326,1,376.5657234,161.5117185,1,321.6735296,134.0990117,1,277.4032576,153.9725022,1,253.4948708,191.3443305,1,264.4204803,231.1384926,1,334.0059333,264.1217599,0.999966979,375.4297767,249.2804327,1
3245,321.2182798,197.4759768,0.999995649,396.7152878,204.6362457,1,378.3113899,163.0402837,1,327.9392018,136.6576862,1,283.7411342,154.8131332,1,262.9878078,188.6185522,1,271.6354003,232.1408148,1,338.2758913,261.2475728,0.999959767,378.2232003,248.4016724,1
3246,323.4708125,198.232753,1,396.3493858,203.5383849,1,376.7985101,161.5783477,1,329.488131,138.168674,1,285.908865,156.8064013,1,264.1866241,191.6601539,1,275.8480543,235.2757864,1,337.8737745,261.7423514,0.999981105,380.1058307,247.1166444,1
3247,319.683851,197.3016896,1,394.0462856,204.5826201,1,375.6324952,164.0695344,1,326.9849565,140.0300541,1,284.4399462,158.2156677,1,261.23192,193.2043161,1,273.2678437,234.6632957,1,334.6796546,262.6683564,0.99999553,378.4620123,245.9034786,1
3248,319.4939756,199.921777,1,392.2758012,207.6017361,1,374.8325386,167.7795339,1,325.5589293,141.6185379,1,283.6054139,159.0772181,1,260.2835697,195.9596925,1,273.1168318,240.513658,1,323.0883212,266.5697351,0.99999404,374.6496801,248.1929054,1
3249,317.9554994,205.086475,1,392.8175092,210.1406403,1,374.5923426,169.0989408,1,326.1002254,145.2868295,1,284.4682007,162.5367298,1,262.2338197,200.3774843,1,273.7998571,242.8836827,1,322.4444052,267.5468323,0.999997795,375.625278,252.5673447,1
3250,322.4659028,204.7300917,1,395.6445762,209.8497319,1,378.6900187,169.2965589,1,330.6976018,146.2394423,1,290.6269555,162.0584517,1,269.0357199,199.4456682,1,278.1041057,241.5471692,1,324.6137705,266.0910207,0.999996781,377.5314093,252.3265106,1
3251,319.3760886,206.7281702,1,390.7976146,214.1602292,1,373.2211722,171.1595936,1,325.6686516,151.5462976,1,288.7272415,166.3884628,1,265.4238105,203.8671322,1,277.1103603,245.8006821,1,324.5697878,271.5601177,0.999999821,375.5137222,255.2756767,1
3252,318.2922187,198.6709223,1,391.0308919,206.1331439,1,372.5065575,168.3864169,1,321.3647182,148.7230968,1,286.1658757,165.5544605,1,265.8670337,196.0905828,1,281.2621112,236.9547911,1,325.3987576,262.8742421,0.999999762,377.4380646,244.4279544,1
3253,326.038919,192.9521384,1,396.3327343,199.2710843,1,377.385051,160.6667325,1,328.2426772,142.3317733,1,292.80867,160.6278934,1,274.0121194,190.2825212,1,286.1152408,227.8686805,1,336.6140053,250.4460564,1,381.603477,235.1148186,1
3254,343.2664449,196.6123918,1,409.1502466,205.0052953,1,385.3759403,165.2843305,1,338.3458531,147.1002049,1,303.1014571,161.3602495,1,289.9785728,191.8679714,1,302.4687293,225.5266581,1,351.8783021,253.513842,1,395.4211822,245.6299981,1
3255,362.7324061,203.3780999,1,421.4249973,206.7708061,1,401.732708,169.730329,1,365.8743373,150.3280077,1,329.2480736,164.8354292,1,308.1437153,199.6831627,1,320.5657206,231.8068032,1,364.5629849,258.0291224,1,407.4124665,244.7590027,1
3256,369.8407083,205.1903851,1,425.8506994,210.0309463,1,406.5106792,171.974267,1,368.1962519,152.9588637,1,332.4133406,170.537385,1,316.8084507,203.4003091,1,328.6881375,236.9843721,1,369.3824382,259.7783608,1,413.2562242,246.3266835,1
3257,357.613731,205.0253668,1,416.4221659,209.2311444,1,396.6448333,171.3712726,1,361.2535043,153.1606817,1,325.373744,167.2985406,1,306.1914454,202.4987626,1,316.731266,234.2320628,1,358.1294332,258.7990713,1,402.1438603,247.5397716,1
3258,348.0938892,199.7127972,1,408.0836892,207.3479681,1,388.5982908,170.7731466,1,350.6193047,153.5685983,1,315.3993831,168.7296233,1,295.4396141,199.9426138,1,308.6992292,230.311115,1,349.8032229,253.1231236,1,394.5880796,242.2965732,1
3259,338.2040086,201.3086314,1,402.3076749,207.1442165,1,382.6923079,171.5037085,1,340.1747999,155.0108314,1,305.8084025,169.9394526,1,287.1572473,200.2578831,1,300.5863771,235.1654992,1,342.403661,256.5042477,1,386.9697808,242.6311803,1
3260,328.9096179,203.5661364,1,395.3328323,208.212429,1,377.7068751,172.7320093,0.99999994,333.7172427,154.7822275,1,298.0596662,170.2133155,1,277.9499321,201.9901185,1,289.6706147,237.8979454,1,337.3740981,262.5947685,1,382.2122407,246.1263084,1
3261,332.5778732,194.680268,1,405.4474686,202.6363353,1,384.7345264,169.5185082,0.99999851,331.6101161,147.7545285,1,299.32313,164.0600588,1,282.5076606,191.9900608,1,290.3269377,225.8356266,1,338.5054398,247.1272633,0.999998748,390.0247345,235.3977341,1
3262,302.9346747,193.4378157,1,376.7049255,197.2123392,1,361.3705285,164.9260522,0.999999821,306.8859444,143.1164272,1,274.1506424,160.2926865,1,255.983367,192.6753063,1,269.2329407,231.6181026,1,309.5133553,252.2529533,0.999999404,362.0979691,236.1621241,1
3263,302.1221673,202.9380169,1,381.2527903,209.2587476,1,370.1561491,177.8964844,1,305.6091061,152.6976719,1,276.5796762,167.1377304,1,257.7029295,201.1280594,1,268.6470912,244.053318,1,312.6465015,266.3715961,0.999999762,364.1673759,247.4497511,1
3264,303.8457921,211.1625491,1,379.9480886,214.2668986,1,364.8959117,179.0463071,0.999999881,310.2852159,158.0099785,1,275.6722284,175.6639051,1,257.993876,209.6730208,1,270.2276223,249.7666812,1,315.5579905,275.4549438,0.999999881,364.7509179,256.0508919,1
3265,279.2826989,210.9508067,1,336.3984222,210.461288,1,326.8159788,175.2533364,1,297.8886878,161.0112031,1,241.4484866,167.9432943,0.935450733,222.9980147,197.7928362,0.999891102,236.6301966,244.8751227,1,281.3128724,265.6387048,0.999999881,323.9405316,248.3956046,0.999999821
3266,285.068511,220.5506302,1,348.5262936,224.0431275,1,331.8739076,184.284615,1,293.6550874,166.168469,1,255.996171,181.1967627,1,237.8366865,216.2091894,1,248.2586474,255.8080034,1,291.951855,279.9705663,1,334.3543885,261.0242548,1
3267,289.839211,230.6674819,1,351.2539399,231.988832,1,337.5770621,195.5547953,1,302.5219028,177.346271,1,260.931406,191.3500714,1,243.3187628,225.090663,1,250.9826083,265.1698823,1,295.705235,289.9159067,1,338.6720709,270.0141914,1
3268,293.3773141,233.4175739,1,354.9882932,236.1458277,1,340.0602574,201.3292527,1,306.2077988,179.4941826,1,261.9091995,193.622407,1,243.3811092,228.6659632,1,255.3238511,268.4909592,1,297.3171015,291.6247027,1,342.3457386,271.0837507,1
3269,285.413118,239.0092592,1,339.4355759,241.9281096,1,327.0193443,205.72718,1,295.1616549,188.1102495,1,258.4109402,200.8691983,1,236.6576318,234.8780131,1,247.0954924,274.7445211,1,285.9503242,297.1711898,1,327.9598308,276.7984236,1
3270,316.5941446,223.7473345,0.999397576,406.1248195,219.5929723,1,392.0988994,187.6011364,1,324.3829432,172.2264954,1,288.6205978,183.1279345,0.999999583,273.294801,212.4149135,0.79289484,512.8982115,44.02877023,0.654249489,342.9581652,274.3778653,0.999550581,386.6859612,260.8729628,1
3271,356.4594038,209.6792006,1,413.8923082,212.1664906,1,398.8232265,179.7281651,1,355.7394752,162.794301,1,320.8129401,174.2807527,1,305.0111513,205.1302643,1,315.551126,238.0547361,1,356.7331859,260.0307608,1,398.887012,248.0512896,1
3272,350.6658509,208.5695066,1,404.5292715,210.7059803,1,387.9235067,175.0373292,1,346.7842903,158.8126001,1,314.7113628,171.5769596,1,297.1112828,204.2631884,1,313.5977287,237.682067,1,353.2965055,259.3803215,1,393.0269189,245.0677035,1
3273,366.2577682,213.1473808,1,418.0005279,213.906185,1,400.266901,177.4265785,1,364.5976591,161.9732666,1,331.8360968,175.172564,1,316.1664667,209.6131587,1,332.2337799,247.0110669,1,369.3140292,265.1990004,1,409.0731959,248.4936872,1
3274,352.5844712,207.4542849,1,407.9754062,207.8533723,1,390.5125577,172.9090929,1,351.444993,155.1575847,1,318.5157766,168.9503098,1,300.0950375,203.3784628,1,314.7384768,238.8510306,1,354.7962658,259.1067886,1,395.9744144,243.7599354,1
3275,338.6695982,203.6813917,1,400.9035659,204.643584,1,383.2952795,170.165194,1,339.0667201,150.349618,1,304.7496471,165.3089676,1,283.8434927,198.8285761,1,298.9165435,232.9518557,1,343.5920491,256.1739273,1,386.2270169,241.4382286,1
3276,329.4739752,204.0638475,1,394.9832087,207.3338459,1,377.9346457,171.6038412,1,331.7025623,151.4528315,1,297.8822799,166.5751076,1,276.5568005,197.7546606,1,287.3461697,234.4929848,1,337.1681921,260.2190199,1,379.5577779,244.7277908,1
3277,322.0052816,209.9636469,1,389.4937468,213.3671103,1,374.3906856,173.4701234,1,327.0579822,154.6433926,1,291.0807066,169.8325772,1,270.2322574,204.2163467,1,279.592319,240.1957932,1,329.5785809,266.7719409,0.999994993,373.914017,251.7499594,1
3278,317.1923981,213.5875732,1,390.9725895,217.4990101,1,375.4461019,178.8186231,1,325.3558035,160.221611,1,288.367357,174.0990782,1,267.9792313,207.7085037,1,277.5933356,245.3192167,1,325.1812207,272.0693736,0.999997616,375.2739296,259.2070556,1
3279,350.7741148,216.5375133,1,414.8794234,222.0851133,1,393.9074688,179.8602571,1,351.6642427,163.626513,1,312.4605241,180.7891293,1,293.8833312,212.8841953,1,305.4114466,245.7629337,1,357.322642,276.9909444,1,400.5319386,262.8262529,1
3280,365.3569661,219.6684875,1,426.7871356,227.1099203,1,403.2221231,184.0031362,1,367.2290192,166.0635424,1,330.4787827,181.8463364,1,314.591208,216.1503305,1,326.645076,249.9739909,1,374.3338156,283.0375347,0.999965191,418.5664229,268.8845918,1
3281,376.9548292,220.5661459,1,435.4278051,223.8972619,1,416.7837954,184.4991894,1,379.1779337,167.0369258,1,341.9858528,182.7211103,1,323.0020399,216.9428635,1,338.2007413,250.452075,1,383.1443214,279.4377356,0.999999702,427.2076788,264.5708299,1
3282,381.0471056,222.2321968,1,439.7624097,223.8121636,1,421.8565233,184.8304229,1,386.9214106,168.4450555,1,351.5221543,182.3394938,1,332.8786268,216.9202952,1,344.3665094,252.2162886,1,386.4885951,281.4012914,0.999997973,431.6865995,265.4429398,1
3283,375.5264735,218.1080861,1,435.4923221,222.9920144,1,416.5142007,183.5097098,1,380.0243393,166.0591841,1,344.7432055,179.6368837,1,326.3940117,214.5897379,1,336.1450267,245.5102673,1,381.6690664,277.9291799,0.99999851,424.5981464,264.0657473,1
3284,363.2843289,213.0914177,1,421.8376561,220.1633372,1,400.6394739,179.5144453,1,365.4443893,165.4097786,1,328.3813376,178.0417504,1,311.6365824,209.3421474,1,323.6300859,243.8996491,1,369.2587733,267.3698681,1,410.0368824,255.7428629,1
3285,350.2678087,211.096077,1,415.4827054,217.5908246,1,392.7166991,175.9724,1,351.569627,160.4217372,1,319.0055687,176.4594789,1,300.7873182,208.7869043,1,310.4969554,238.6401167,1,354.5546021,263.8061857,0.999993086,403.7948067,255.2334599,1
3286,334.5567684,211.6700907,1,404.2521398,217.494215,1,385.0187187,176.409431,1,337.4246092,159.0409577,1,305.8126769,172.8531265,1,285.7727413,208.1644297,1,295.7866354,244.9267902,1,335.7068479,267.5041542,0.999996305,390.52864,257.7681894,1
3287,315.6490911,217.5271192,1,394.2248697,222.1489763,1,378.1924224,179.6013578,1,325.1693175,162.5065765,1,294.6351986,175.0048387,1,271.3684397,212.2072973,1,280.3017449,253.3552036,1,327.039299,281.7779706,1,377.5094478,265.7406807,1
3288,312.020617,215.7190082,1,392.2219253,220.219783,1,374.7387435,179.1613975,1,319.9230316,160.633234,1,290.3344555,175.2723043,1,269.3250006,212.1366806,1,279.0691686,252.693325,1,325.7039068,279.8464382,1,376.6869941,262.6661515,1
3289,347.3146096,222.7443933,1,398.7631159,221.1994336,1,387.7173944,187.7707958,1,354.8591957,173.7470016,1,323.0710431,186.2502599,1,305.2766547,220.536665,1,313.8592253,253.7955179,1,345.3747313,272.2922287,0.999999285,383.9496436,259.0535727,0.999991417
