scorer,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000
bodyparts,c1,c1,c1,m1,m1,m1,m2,m2,m2,m3,m3,m3,m4,m4,m4,m5,m5,m5,m6,m6,m6,m7,m7,m7,m8,m8,m8
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
7196,333.2339635,190.1895151,0.99529326,391.6181829,187.9425481,1,371.390237,131.9428511,0.971952796,330.5697451,109.7705965,0.031549186,0.986381531,-1.791391373,8.05E-06,291.9922813,203.082428,0.045873553,299.4934371,236.2480317,1,334.9271441,255.9299726,1,373.3155369,236.7337312,1
7197,333.8356837,194.4352002,0.996302724,388.2497433,189.9783612,1,371.1192837,151.2151566,0.085394949,375.1646047,233.7242358,9.45E-06,1.418995142,-1.891225815,5.96E-06,291.1416577,205.3306198,0.004309297,299.3503875,236.377992,0.999997377,335.5627937,254.0653381,0.99999994,372.0289742,236.7868367,1
7198,331.9353267,194.5252721,0.99859798,387.8896199,189.7650344,1,369.7923541,141.1262689,0.999345183,317.5603285,111.9817772,0.931999803,0.222220421,-1.284894466,0.000181735,1.105365992,3.082803965,0.000358313,222.0382483,247.6086807,0.999848485,332.3674132,255.5207596,0.999999762,372.2782252,236.3720125,1
7199,335.2402,199.4602017,0.999997497,387.6504823,189.9661803,1,372.768936,147.518301,0.174693316,329.3812559,120.9370303,5.90E-05,315.0490447,165.8006186,2.45E-05,296.8647971,201.2375228,0.779826045,296.9912736,239.051868,0.99999994,334.048027,256.4562964,1,374.9871888,236.822713,1
7200,332.0105491,192.4720166,0.999985695,391.4897809,190.5687459,1,373.4535174,144.0275936,0.999553323,322.5588115,116.8843113,0.945824564,337.411191,265.0261064,1.28E-06,291.2598416,206.2507381,0.167227477,297.6007822,238.0390677,0.999993086,335.7206345,255.6648095,1,375.995779,238.2410953,1
7201,334.9671273,203.0563191,0.999999523,388.2876143,197.5575956,1,373.893239,153.459682,0.069981426,4.121229805,-1.415373802,0.000112534,1.491336584,-1.270992279,0.000129312,291.0735983,208.4477057,0.202821344,295.2142415,242.3269378,0.999058366,335.4301643,257.9924548,0.999999702,374.499685,240.1743588,1
7202,327.737957,201.0840948,0.999594212,388.7302115,192.0006728,1,369.7976165,143.6950498,0.99803412,326.1469483,119.8780086,0.655506849,1.273673773,-1.764143944,1.59E-05,290.9761364,206.9634118,0.613956809,291.2730922,241.3541608,0.999958754,331.8427821,258.3873376,0.999999166,373.2353251,241.3775024,1
7203,330.9734832,204.1522074,0.99999541,385.9930007,195.3078469,1,362.5145807,140.2203416,0.991875231,309.6010163,115.7903085,0.99898231,307.05193,179.9228373,0.001287311,289.6912706,207.903687,0.999940753,294.2747259,243.6314415,0.999999762,331.1612272,258.9088347,1,370.5627877,241.9607596,1
7204,322.5525824,193.9694281,0.998856306,382.7567337,195.208865,1,358.4369738,138.3777082,0.999984205,309.8703858,118.177563,0.999996901,311.0180135,179.7964201,5.54E-06,289.1382904,205.0327926,0.042150855,291.3224955,240.4380631,0.999943376,329.314281,257.5439067,0.999999046,368.0026691,240.7700968,1
7205,312.8164539,200.9406779,0.946020961,383.9689302,203.8480982,1,362.0109656,157.3629513,1,312.3918648,135.996099,0.984442234,236.5935667,156.2616235,0.000522047,210.2535872,204.7294096,0.999931812,212.340482,254.3071289,0.999999523,324.0810172,262.4885747,0.999480724,368.6106143,255.308347,0.999999881
7206,265.8371902,191.7570472,0.708054543,367.3270884,220.0351123,0.99981904,333.0254265,154.1426446,0.999999166,282.343104,134.4184399,1,226.8754847,159.7306147,0.999877989,200.4718218,210.4740667,0.999997854,204.1921128,261.4927528,0.999873877,327.0478945,268.4187667,0.190580964,355.2771119,265.5291679,0.999999046
7207,264.8038654,191.4411922,0.068587393,365.6030722,220.0869101,0.999906778,332.0188615,156.5861406,0.999893248,281.1549284,135.2765217,0.999998212,227.1810783,159.7135613,0.999993622,198.0114706,210.8956919,0.999999523,201.7011695,262.3026321,0.999947906,325.124898,266.6011723,0.912744224,353.237041,263.4223278,0.999994159
7208,259.1616493,193.7823362,0.188096374,367.1636629,220.0381742,0.999978006,335.3162718,154.9463401,0.999779224,276.74568,133.9357266,0.99999994,227.4900524,158.5360479,0.999998212,198.7075467,209.4080751,0.99999994,201.1119642,261.6972226,1,324.8555694,267.6986438,0.688204408,355.4507895,264.3017974,0.999999881
7209,266.5726769,191.3567595,0.998366237,363.727173,217.2300305,0.999994278,326.6624379,151.5303755,0.999998927,280.8681479,134.2728915,1,226.2643013,159.7852933,0.999999464,197.1333096,210.6107134,1,202.3216946,262.5293014,1,324.1939735,268.4235386,0.891357303,352.8736103,264.5432343,0.999999702
7210,270.101728,184.7367239,0.998630583,361.700417,210.7808834,0.999998927,329.5481884,148.3760607,0.999999821,276.2126988,130.1012291,1,228.9473597,153.3981094,0.999999821,197.3304286,205.1649395,0.999999881,200.8768754,260.1418191,0.999999762,323.3540459,265.2378702,0.713630557,349.5588071,260.8307205,0.999999523
7211,259.1548315,191.0501602,0.986333609,358.0902653,212.9445879,0.999998212,325.5530151,147.7906148,0.999999881,275.8590226,129.2315774,1,225.743361,153.7237344,1,194.786569,209.8977985,1,199.35882,261.1141654,1,308.8134027,264.5389125,0.489702195,344.4232478,260.2045372,0.999999464
7212,266.0192182,187.5365901,0.886892617,355.904969,212.0347635,0.99999994,323.4209253,147.5695674,0.999999881,275.663578,128.1267574,1,224.5965602,151.486311,1,195.0030258,205.7035093,0.999999881,201.2869692,267.6347933,0.999987245,247.7191525,295.3604298,0.979440093,339.7790994,256.2227583,0.999999881
7213,252.3147621,221.179826,0.99996686,374.1653028,242.2850456,0.999770701,331.3648288,174.5593753,0.999940634,272.7426567,154.0801871,0.999997973,175.3664565,172.8327425,0.999996543,154.0346708,203.7183197,1,182.4676495,289.9323626,0.9996171,283.3369317,289.0984688,0.830906332,362.2841918,281.6906013,0.99997437
7214,262.4709775,229.5421937,0.999997914,380.0467352,244.9626243,0.999999762,340.5100988,181.7706283,0.999998391,277.2910547,165.6821134,0.999999881,224.1255882,190.644515,1,203.4573669,227.8910456,0.999998391,148.4120913,223.982147,0.99694854,280.8730559,299.7579942,0.901349664,370.3313088,292.3589597,1
7215,255.8040173,236.6918325,0.999997556,378.2713649,249.4027889,0.999999762,340.3272296,186.427253,0.999999523,275.5060035,167.355453,0.999999583,224.2789626,193.7448483,1,199.8289318,232.4909241,0.999878764,195.1092734,317.9656914,0.999953389,317.4637189,307.3184409,0.84181273,368.0327158,291.917059,1
7216,263.9546931,227.5539908,1,371.0031878,242.809397,0.999999821,336.4685888,179.2008305,1,282.7589771,160.3139148,1,229.7714556,185.1646924,1,206.9876366,223.7543943,1,216.0978911,274.4380212,1,272.1913123,295.9102902,0.997036457,360.3308554,284.2163719,1
7217,268.1835029,220.1182313,1,368.0062339,235.3660795,0.999926925,337.1025255,171.7021832,0.999999583,282.1508816,152.4616182,1,229.9088237,178.723134,1,207.3641891,218.0627613,1,218.0711131,272.0107107,1,273.7649484,296.8862824,0.987015963,356.7045565,279.898654,1
7218,279.9785123,224.6427479,1,383.5507219,242.2919912,0.999936938,349.6024625,183.7843113,0.999998808,296.2489581,165.1974732,1,249.1290679,186.2718902,1,226.5978065,223.0837581,1,228.8711545,267.2362609,1,283.6232495,290.1274148,0.999838114,370.7019097,278.7049401,1
7219,278.3214829,218.9684629,1,370.0475973,232.2929716,0.999998987,342.7360539,180.4213077,1,293.3879194,162.568058,1,247.1426716,180.6499243,1,224.6388335,218.7366028,1,228.2686228,263.0654378,1,275.5495205,302.1599536,0.999996901,357.2493377,271.2511675,0.99999994
7220,293.7643344,204.8669849,1,378.3138618,213.5064319,1,355.6499861,163.9110127,1,307.3924441,142.4942141,1,259.771603,162.3425698,1,237.5521111,200.1838579,1,243.9840591,243.3215809,1,302.9717512,281.9849052,0.999991655,359.7252331,260.9058218,1
7221,293.6741019,212.9595856,1,375.5811288,219.4208549,1,351.4840984,170.716166,1,307.4003327,151.9996068,1,261.6207955,174.5623648,1,241.5747402,211.8276639,1,250.221858,250.8221464,1,293.8775026,278.9366128,0.999999464,358.8394809,263.4718983,1
7222,299.3030307,207.8300414,1,371.0889301,213.3938363,1,351.0795772,168.6041713,1,307.7669835,150.913903,1,267.0382662,168.3153949,1,245.7610021,204.4904861,1,254.9324965,243.6727324,1,302.1424885,273.0803869,1,355.088496,254.4498043,1
7223,302.685935,217.3846736,1,371.2712855,217.4521165,1,353.9242673,177.6439052,1,311.7561529,159.876864,1,268.2679806,178.6006265,1,249.7913241,213.6952944,1,257.4573236,250.8988719,1,301.7253381,279.0005457,1,354.5181644,259.283926,1
7224,296.2819686,223.4700434,1,368.1443715,226.5518141,1,344.6924152,184.7548308,1,306.2301564,170.0982285,1,268.3619595,186.8092093,1,248.7650561,222.1290846,1,257.4624977,257.1347656,1,293.2709087,281.772881,1,352.3841228,263.9475534,1
7225,269.0655749,218.3339562,1,332.8072273,226.9693722,1,311.0673387,177.4460778,1,276.7367896,159.4957352,1,240.437922,175.5920608,1,223.3998342,210.4735675,1,231.9878638,254.0059144,1,276.1649165,284.4907916,1,320.5562706,264.3269339,1
7226,271.0082624,242.6164608,1,328.4816418,246.1929255,1,307.2326385,212.3686485,1,275.1855588,200.1751847,1,243.7040787,212.3298445,1,227.5120473,241.9065671,1,232.7888393,275.5670648,1,276.4613886,300.298498,1,316.4337618,279.2025213,1
7227,284.6480417,225.9573722,1,337.7802458,229.3990548,1,319.6274388,192.8481493,1,288.2438803,177.7889543,1,255.0237617,195.0262442,1,237.2174416,226.1084423,1,245.6975163,263.4873059,1,281.5323486,284.1785566,1,327.3681071,262.4914927,1
7228,297.0786624,228.301652,1,354.5035849,233.328826,1,330.1375408,197.7615647,1,299.8859739,185.7257323,1,266.8653214,198.2805939,1,250.0213115,227.8015075,1,267.0208349,258.4590468,1,300.9446226,279.6870122,1,344.1833892,265.6192555,1
7229,295.6618874,228.6295176,1,349.4562274,235.3006175,1,328.2641664,200.9568367,1,296.8526292,187.682415,1,264.4132524,201.748651,1,250.5979239,228.1806955,1,265.1117811,260.0825797,1,299.2289208,280.0615268,1,341.0737615,267.7362952,1
7230,288.8769693,230.9883416,1,340.2795429,235.3680879,1,320.5410032,202.1695714,1,289.7161343,189.5810852,1,259.1750484,202.2651839,1,243.4394536,230.5548196,1,257.7575488,264.3894067,1,292.5079327,284.5924639,0.999999762,331.5886769,267.7211642,1
7231,282.1951122,235.9615541,1,335.0472152,240.7532721,1,314.9699931,208.1525831,1,283.2300858,195.6652908,1,251.9647832,208.4319677,1,238.8123736,236.1465054,1,247.4647837,272.3492346,1,289.5840743,285.6867815,0.999999762,325.9808662,269.570089,1
7232,284.8820314,240.5237684,1,336.7314754,242.1553693,1,317.1783885,212.599637,1,285.8134604,200.543571,1,256.6484871,213.7135906,1,241.9684219,241.7006826,1,249.2020011,277.3034219,1,288.9484305,283.9255719,1,325.9151157,269.9906682,1
7233,296.1018624,244.3826427,1,344.9193521,244.1124082,1,329.8785267,218.6524253,1,298.6442738,207.9645128,1,267.147305,220.5560503,1,250.7725596,249.680398,1,257.5291758,285.1755757,1,293.038314,294.4480069,0.999993622,335.3532887,277.0347183,0.99999845
7234,300.9162034,252.4215155,1,365.3293713,258.2972734,0.999999881,339.362239,225.0028071,1,306.3630486,212.7011547,1,272.862587,225.1951809,1,254.5354037,254.5539846,1,260.5346279,288.5064244,1,298.155221,306.4640211,0.999983668,358.1364694,286.9546287,0.999998927
7235,309.5742233,256.8967686,1,382.7365379,267.3989164,1,357.4178461,234.8192244,0.999999881,319.4199741,219.8293872,1,285.1711426,233.3249426,1,268.6279945,258.0014882,1,273.7527347,286.1821742,1,304.4519548,296.7716179,0.997390032,373.0421374,294.0776992,1
7236,318.8732834,253.0674769,0.999999762,388.7838983,261.1627684,1,368.3412998,225.5497108,1,327.5234628,207.5831285,1,290.1850376,223.2757852,1,270.3469753,254.9799547,1,277.7599779,284.3402052,1,307.9496832,298.9925699,0.999994576,378.739779,291.4354661,1
7237,333.4672296,253.939365,1,399.6374934,259.3794031,1,380.2871378,221.5899951,1,339.2453229,205.5407381,1,302.6153822,221.3916531,1,281.5805748,254.9083195,1,287.3571091,283.4727058,1,320.8901658,301.3924915,0.999999464,387.6536901,292.9374199,1
7238,331.0484762,253.8646851,1,398.0944691,260.6355129,1,376.7942157,221.7170424,1,338.002049,205.3764324,1,301.843441,221.46488,1,282.0496874,253.5045528,1,285.1220094,281.8627472,1,346.7536211,308.182783,0.999973178,385.556561,294.206502,1
7239,317.6498359,252.9586789,1,388.7600709,262.6490297,1,370.1040229,223.735666,1,325.9230242,210.5334396,1,291.5242391,224.762538,1,274.0888506,253.4665785,1,280.0103068,282.1355963,1,340.8940382,307.5406132,0.999994159,376.1305423,294.5004301,1
7240,311.2321,255.7947855,0.999999404,384.2892985,265.5144448,1,363.9092756,227.262313,1,324.7176859,214.3992405,1,287.1401906,227.663403,1,272.0279889,255.0167253,1,273.8986833,282.9549527,1,306.9875283,300.7218139,0.999670982,371.8854656,297.4861526,1
7241,308.3039848,255.2992628,1,377.0085239,265.3729799,1,355.7561003,230.6030068,0.99999994,314.1215763,215.9540379,1,282.9668509,229.8482561,1,268.3444796,256.4280443,1,270.7232447,284.3056879,1,306.2003932,303.4172287,0.999995232,368.1256313,296.7205076,1
7242,304.6925611,256.8178945,1,378.0480278,267.3504342,1,355.4311121,229.8064257,1,312.8378301,217.5376711,1,281.3108792,230.2810431,1,264.6570239,257.2815261,1,269.7296772,286.2808859,1,304.2945337,302.5133462,0.999998748,368.7425804,299.0394449,1
7243,303.3312302,257.3353946,1,374.308249,265.8014512,1,352.8977947,230.6385717,1,310.956912,217.0647416,1,278.8633685,230.2283115,1,261.1516628,258.1981096,1,265.6566048,284.421692,1,302.0975668,303.3007319,0.999999285,366.4060483,298.3075798,1
7244,295.050216,257.1110387,1,365.565062,269.630234,0.999999821,337.5948892,229.1974088,1,303.3905087,217.9204669,1,266.4347068,229.6666422,1,249.3028431,256.7386327,1,255.1962814,286.1115797,1,296.3614035,306.7539063,0.997656882,360.4195337,298.8674254,0.999999523
7245,302.9200819,254.1406672,0.796201944,377.0940378,256.1899104,0.984399796,362.2308278,233.7889848,0.864109278,322.9112158,224.8861992,0.98421073,268.6640477,221.9527377,0.998442411,252.6075903,247.5412164,0.999999523,261.2004148,281.8307886,1,303.6563091,306.3845123,1,362.5885551,282.9007813,0.013739675
7246,288.3829532,233.4993148,1,360.2648778,237.8507278,1,336.360342,196.0246876,1,300.2445681,182.2688608,1,260.4439571,199.6006384,1,241.8958993,235.1708169,1,251.1634936,269.7043228,1,294.6791325,291.6356802,1,347.2255819,272.8816438,0.999999642
7247,289.8334937,221.7373624,1,360.0899124,226.8495961,1,337.4288549,184.4413152,1,298.7927313,169.9991279,1,262.6323698,184.926415,1,243.6081057,220.0420818,1,252.3485374,257.6880765,1,297.7911973,283.0397909,0.999999762,346.7113743,264.4159708,1
7248,305.5796242,222.8958485,1,377.5384121,228.9153786,1,353.1919703,189.5067494,1,313.3070936,173.0696106,1,275.5338724,188.9171944,1,255.0209818,222.5518229,1,268.3009296,260.9532633,1,308.5735911,284.069603,1,363.2394595,266.8772156,1
7249,334.0897665,219.9190626,1,402.7039568,224.0330734,1,381.9541399,185.0680866,1,341.2241294,166.2928295,1,305.1650743,179.3960886,1,283.5625863,215.5062218,1,293.7691793,250.2477102,1,341.1568389,275.9702105,0.999996424,388.1451899,263.1195936,1
7250,346.4248857,210.3575172,1,408.0225282,212.8946418,1,387.510498,173.4067508,1,348.7878981,155.1449738,1,313.6872492,172.5236626,1,292.2566791,207.5673695,1,302.3382046,244.0667372,1,350.1083922,265.7409039,0.999999046,394.9862616,251.7993684,1
7251,346.5468111,207.2648113,1,407.3071151,210.8298311,1,386.8702636,172.0177298,1,350.0829976,154.2397256,1,313.015614,170.172401,1,292.1853697,206.2988806,1,302.7487464,241.9337664,1,350.1616564,263.978235,1,393.5743165,250.2863159,1
7252,346.2329736,208.5810275,1,408.1004729,211.4289074,1,387.4583621,171.678535,1,349.0929317,153.9285755,1,312.2923265,170.5260868,1,292.4786085,206.2402124,1,303.5321627,243.4492273,1,350.65627,266.6759431,1,394.5817103,251.0301943,1
7253,346.1255827,208.9766436,1,409.5804281,213.4439205,1,388.688917,171.494112,1,350.2676914,154.2931991,1,312.7554898,172.4314995,1,293.1184838,206.9131384,1,303.1735604,242.0274348,1,353.7861693,265.6927888,0.999999881,394.9102006,252.6723363,1
7254,336.7773862,209.4713645,1,406.6466062,211.6227908,1,384.5138803,171.4734278,1,342.7739081,153.3871388,1,307.720408,170.9788866,1,287.8050771,206.0046883,1,296.7430263,243.5604615,1,341.898069,266.2128917,0.99999088,390.8066037,252.4964867,1
7255,328.0615935,211.5276313,1,398.0448883,214.831847,1,375.6334088,173.4044845,1,337.5364661,157.3031511,1,299.1834267,173.5603237,1,279.4142258,208.2486901,1,290.7554717,246.2153854,1,334.2548072,268.1581146,0.999999702,382.7182233,254.9085121,1
7256,308.7279818,211.2513986,1,393.381108,216.4562204,0.999999642,369.9988575,178.2201569,0.999997735,320.7353435,166.3368022,1,290.2157652,180.5678377,1,272.5330744,211.3084927,1,279.0682006,243.9501772,1,304.4756541,258.5976605,1,380.2338504,248.1929564,0.999993563
7257,317.70301,201.9829507,1,384.0878243,202.7834878,1,363.9584155,167.6150091,1,322.6050538,148.1917524,1,291.6122671,163.7775831,1,272.3467917,201.1658511,1,282.9237604,236.5928793,1,320.3398399,257.6403608,1,367.1382067,241.8497357,1
7258,323.3490658,208.2700319,1,385.4956231,209.1576047,1,366.7270136,172.8717918,1,326.5280743,155.201354,1,293.488155,169.6247683,1,276.4805842,205.2754126,1,286.811425,243.8406887,1,321.6979232,263.8642986,1,368.3971953,247.3378594,1
7259,325.4850711,208.2264557,1,384.4165778,211.9412122,1,365.2934562,174.9699554,1,327.3999155,159.5716395,1,295.2080266,174.9143219,1,279.4269409,206.9461241,1,288.5765057,243.7320409,1,323.9588818,263.9398034,1,367.1586645,248.5196576,1
7260,321.0042868,212.1630192,1,378.2280803,213.0794945,1,360.8541279,178.6483746,1,324.755456,162.2869968,1,291.6529288,177.8672724,1,275.4990163,210.8771529,1,285.7090895,246.5080967,1,319.9275177,267.1552515,1,360.7599969,248.7073874,1
7261,322.4319456,220.6910944,1,378.7276363,221.0362442,1,359.2542491,185.5738249,1,326.481636,172.8302002,1,295.1245873,186.7049022,1,278.8913887,218.8979077,1,288.6953626,251.9084368,1,323.8805488,272.4521732,1,364.2260668,255.6119213,1
7262,300.4270112,214.706743,1,334.841629,214.8920939,1,327.9688869,188.7598743,1,307.9186565,179.3471885,1,286.6716516,191.5286126,1,267.959685,216.5579021,1,273.7260196,243.9829391,1,298.2617992,256.4930267,1,327.5392058,242.3409209,1
7263,287.2688267,225.680454,1,333.6502334,232.2432332,0.99999994,316.0778875,197.8514602,1,285.1852289,184.271852,1,258.1609937,195.3692054,1,244.0945967,223.0836809,1,260.886084,255.9252906,1,294.9892144,274.6704712,0.999999404,325.1312701,264.4257503,1
7264,304.2289548,235.8179412,1,352.8692274,238.6483679,1,334.4806211,209.0495439,1,306.6228423,198.3237314,1,279.127455,208.3833861,1,264.0565162,235.6372623,1,274.5315871,263.359653,1,306.4083862,279.0601652,1,341.9056342,267.3314967,1
7265,291.4951895,235.8418002,1,344.7775576,237.874064,0.999999821,329.9708867,209.7568026,1,298.8807464,199.1982169,1,273.5366006,212.3562098,1,254.6035891,233.8682308,1,260.2912664,262.0364332,0.999953926,284.6344131,280.2078772,1,323.5189824,264.1901321,0.999997258
7266,292.3512011,238.9030278,1,342.8717525,240.4687767,1,324.9578425,210.3469038,1,298.5124621,198.806838,1,269.4428358,211.743093,1,253.1562824,238.3034072,1,255.6822038,266.8847742,1,289.4461324,284.0466719,1,329.2045403,269.1265787,1
7267,298.2061448,242.9064579,1,349.8568437,244.3127356,1,334.9182343,210.2254066,1,305.2594481,200.7395005,1,275.7978745,211.343503,1,258.8771338,241.1385393,1,264.3923383,270.4411256,1,294.6098168,288.1848798,1,337.310055,275.3435521,1
7268,303.8795421,242.0255976,1,356.7316635,241.6114182,1,339.4316406,209.0172672,1,308.225185,198.9713373,1,278.6797559,210.9588828,1,263.7568614,242.1522975,1,272.3343916,273.4758859,1,300.2537775,289.4207258,1,342.3930159,274.5305119,1
7269,301.2666111,228.9438868,1,350.8196957,227.869463,1,333.8140268,197.5393358,1,306.7892628,187.3399105,1,275.9413061,201.7046165,1,260.8671561,229.7491722,1,270.2574375,261.7610826,1,301.0194607,279.2234781,1,337.2777624,263.4304552,1
7270,315.9300751,211.9625154,1,370.520112,213.6507882,1,351.1609547,179.2525501,1,319.9695568,167.5731812,1,288.2258396,183.1555636,1,271.768079,211.8980365,1,284.1283561,245.6200027,1,315.4449934,264.8987837,1,355.5704174,247.9119546,1
7271,321.9403381,200.5228128,1,377.5070734,202.2070599,1,361.1760836,170.3170209,1,328.0421195,155.2610826,1,293.8521762,170.9755206,1,275.3352633,200.8036523,1,288.4708757,233.7145257,1,322.4301693,252.1612473,1,362.8027858,237.1270599,1
7272,314.948319,206.1316948,1,374.0049734,207.0631554,1,356.349793,170.9701581,1,320.3001914,156.4641933,1,285.5175762,173.6013393,1,267.0387567,205.6330528,1,279.9413507,240.5146151,1,316.0612997,261.6962994,1,358.792299,242.8667617,1
7273,295.1845353,211.6969914,1,349.9957588,211.9985662,1,334.6484587,176.5075316,1,302.5999873,162.3912134,1,269.3600531,177.0121984,1,247.0873015,210.4830642,1,255.3515983,246.2079401,1,295.9848042,269.0105466,1,336.8711352,252.0696381,1
7274,287.1877995,212.7957115,1,343.8667862,214.1371286,1,326.4416864,173.202392,1,294.2619898,159.6977506,1,258.9366932,177.7597036,1,239.9732714,210.6776209,1,252.4603567,249.2407165,1,291.4552334,271.3143795,1,330.2637997,255.4062619,1
7275,313.9117594,210.6501881,1,372.1797691,218.2385988,1,351.691318,184.2314649,1,314.3967404,166.0813615,1,282.2914782,180.6558418,1,266.6415935,210.0204396,1,278.0522449,240.3956447,1,318.6548553,262.4341874,0.999999642,359.7960691,250.7901636,1
7276,340.7515961,197.1398993,1,399.8063936,203.3500817,1,377.632843,164.0754128,1,341.7899283,147.7929835,1,309.2674404,162.8904791,1,286.1463761,196.3293066,1,298.4482374,229.2653804,1,340.8389451,251.987948,1,385.5571451,242.6563289,1
7277,332.1154242,197.858735,1,396.5885009,202.309021,1,376.2274938,163.6649199,1,339.9988813,144.0421681,1,304.9501171,160.5054612,1,281.2141223,194.2464447,1,290.1329043,229.5743227,1,336.9515817,251.9991541,0.999999881,378.4854484,242.0001695,1
7278,306.6157398,198.3483844,1,374.6415696,200.4000859,1,353.7980142,158.9889526,1,318.9212985,143.3563075,1,282.8840394,159.0951216,1,257.6548381,195.3622084,1,267.7959957,233.6744676,1,311.7543373,258.260462,1,357.7870859,241.8568387,1
7279,299.8753703,202.2707243,1,362.9044437,202.8440703,1,344.2112608,162.6897211,1,308.0236783,148.7142353,1,274.1687903,163.8649597,1,252.4177514,197.7094183,1,261.2674339,238.1194878,1,302.0691531,258.6914859,1,346.9009058,243.1106348,1
7280,302.0408151,204.9691282,1,360.7061119,205.2778661,1,343.9596131,164.8065004,1,309.6014217,151.3708296,1,275.9110827,167.9960177,1,255.628129,202.2166872,1,266.2717915,239.603451,1,303.9380693,259.4660798,1,346.2425885,243.7041223,1
7281,307.5663428,208.055469,1,365.8517394,209.465353,1,348.3969835,172.3028002,1,314.5373335,157.2459002,1,281.0562086,172.561429,1,260.2665597,205.9176664,1,271.8912971,242.6679215,1,309.5478214,264.880044,1,350.4070339,247.8647399,1
7282,296.7301774,220.0144577,1,351.3082242,221.7695332,1,334.244899,186.0819254,1,302.6220369,171.5290504,1,271.9742594,185.2899017,1,252.7140102,218.9955235,1,263.5406377,254.9385383,1,296.173718,273.4242058,1,335.1177113,260.1145117,1
7283,294.0448151,226.7201791,1,345.1724272,227.1463943,1,329.1198211,191.5715477,1,299.7779076,180.9330969,1,269.5118297,194.6261415,1,252.157249,224.9969459,1,262.4530306,260.9730978,1,293.929206,278.2322252,1,330.638854,261.7741293,1
7284,284.0068903,233.3078537,1,331.2738585,234.7135763,1,315.9267902,201.9562144,1,286.8314483,191.0835571,1,257.0472631,204.0910873,1,242.6135209,231.7701025,1,252.366375,265.8160362,1,283.8467984,281.7296834,1,317.8978202,265.2727613,1
7285,278.4106824,238.5142298,1,325.5848389,239.017632,1,309.7487068,205.9622772,1,281.4894509,194.8647718,1,253.2957993,208.2455368,1,238.6992495,237.1843672,1,248.409615,270.5961397,1,278.1891537,285.9042206,1,311.0926168,268.080265,1
7286,277.6818036,245.2738857,1,325.2487777,245.658638,1,306.7294542,212.2663574,1,279.4519324,202.6143107,1,252.0710754,214.9903257,1,238.7489598,243.9726486,1,247.358325,278.1422539,1,280.8116746,295.3527937,1,313.6869893,277.0097815,1
7287,281.4979963,248.597415,1,330.3419876,248.6397185,1,313.8868294,216.3706932,1,284.5713557,206.7806892,1,255.2158983,218.4790993,1,241.0678787,249.3153181,1,250.4386244,281.6404352,1,283.1490666,299.6983776,1,317.5780314,280.1782918,1
7288,283.1477036,251.1610098,1,332.7176391,251.1055727,1,315.2366424,219.2571235,1,286.5436022,207.9582253,1,258.4266663,219.2928653,1,242.0386195,252.3644609,1,250.8150449,285.2689829,1,285.146463,304.7260537,1,318.553479,281.9935002,1
7289,279.4623573,256.6485968,1,328.950592,255.9961298,1,314.2661862,224.6930752,1,283.8643317,215.3489304,1,253.425375,227.5093637,1,241.7624917,257.4924965,1,248.0560846,288.1433287,1,279.721802,308.7372026,1,315.5890247,286.5884578,1
7290,271.8190963,258.4025493,1,318.7306366,256.4159241,1,303.7317367,225.7469592,1,274.0342312,216.4588213,1,244.7415372,230.832571,1,233.8271985,258.7970319,1,242.5660572,290.5384431,1,274.4642448,311.9818561,1,307.5649113,289.7362566,1
